Labels,Paper Name,Author Names
Machine Translation and Multilinguality,[TACL] Parameter Space Factorization for Zero-Shot Learning across Tasks and Languages,"Edoardo M. Ponti, Ivan Vulić, Ryan Cotterell, Marinela Parovic, Roi Reichart, Anna Korhonen"
Question Answering,Open Domain Question Answering over Tables via Dense Retrieval,"Jonathan Herzig, Thomas Müller, Syrine Krichene and Julian Eisenschlos"
Question Answering,Open-Domain Question Answering Goes Conversational via Question Rewriting,"Raviteja Anantha, Svitlana Vakulenko, Zhucheng Tu, Shayne Longpre, Stephen Pulman and Srinivas Chappidi"
Question Answering,QA-GNN: Reasoning with Language Models and Knowledge Graphs for Question Answering,"Michihiro Yasunaga, Hongyu Ren, Antoine Bosselut, Percy Liang and Jure Leskovec"
Question Answering,XOR QA: Cross-lingual Open-Retrieval Question Answering,"Akari Asai, Jungo Kasai, Jonathan Clark, Kenton Lee, Eunsol Choi and Hannaneh Hajishirzi"
Question Answering,SPARTA: Efficient Open-Domain Question Answering via Sparse Transformer Matching Retrieval,"Tiancheng Zhao, Xiaopeng Lu and Kyusong Lee"
Question Answering,[TACL] Did Aristotle Use a Laptop? A Question Answering Benchmark with Implicit Reasoning Strategies,"Mor Geva, Daniel Khashabi, Elad Segal, Tushar Khot, Dan Roth, Jonathan Berant"
Summarization,Extending Multi-Document Summarization Evaluation to the Interactive Setting,"Ori Shapira, Ramakanth Pasunuru, Hadar Ronen, Mohit Bansal, Yael Amsterdamer and Ido Dagan"
Summarization,Identifying Helpful Sentences in Product Reviews,"Iftah Gamzu, Hila Gonen, Gilad Kutiel, Ran Levy and Eugene Agichtein"
Summarization,Noisy Self-Knowledge Distillation for Text Summarization,"Yang Liu, Sheng Shen and Mirella Lapata"
Summarization,Improving Zero and Few-Shot Abstractive Summarization with Intermediate Fine-tuning and Data Augmentation,"Alexander Fabbri, Simeng Han, Haoyuan Li, Haoran Li, Marjan Ghazvininejad, Shafiq Joty, Dragomir Radev and Yashar Mehdad"
Summarization,Enhancing Factual Consistency of Abstractive Summarization,"Chenguang Zhu, William Hinthorn, Ruochen Xu, Qingkai Zeng, Michael Zeng, Xuedong Huang and Meng Jiang"
Summarization,[TACL] Extractive Opinion Summarization in Quantized Transformer Spaces,"Stefanos Angelidis, Reinald Kim Amplayo, Yoshihiko Suhara, Xiaolan Wang, Mirella Lapata"
Dialogue and Interactive Systems,Few-shot Intent Classification and Slot Filling with Retrieved Examples,"Dian Yu, Luheng He, Yuan Zhang, Xinya Du, Panupong Pasupat and Qi Li"
Dialogue and Interactive Systems,"""Nice Try, Kiddo"": Investigating Ad Hominems in Dialogue Responses","Emily Sheng, Kai-Wei Chang, Prem Natarajan and Nanyun Peng"
Dialogue and Interactive Systems,Human-like informative conversations: Better acknowledgements using conditional mutual information,Ashwin Paranjape and Christopher Manning
Dialogue and Interactive Systems,A Comparative Study on Schema-Guided Dialogue State Tracking,Jie Cao and Yi Zhang
Dialogue and Interactive Systems,Spoken Language Understanding for Task-oriented Dialogue Systems with Augmented Memory Networks,"Jie Wu, Ian Harris and Hongzhi Zhao"
Dialogue and Interactive Systems,How to Motivate Your Dragon: Teaching Goal-Driven Agents to Speak and Act in Fantasy Worlds,"Prithviraj Ammanabrolu, Jack Urbanek, Margaret Li, Arthur Szlam, Tim Rocktäschel and Jason Weston"
Information Extraction,Linking Entities to Unseen Knowledge Bases with Arbitrary Schemas,Yogarshi Vyas and Miguel Ballesteros
Information Extraction,Self-Training with Weak Supervision,"Giannis Karamanolakis, Subhabrata Mukherjee, Guoqing Zheng and Ahmed Hassan Awadallah"
Information Extraction,Neural Language Modeling for Contextualized Temporal Graph Generation,Aman Madaan and Yiming Yang
Information Extraction,Probabilistic Box Embeddings for Uncertain Knowledge Graph Reasoning,"Xuelu Chen, Michael Boratko, Muhao Chen, Shib Sankar Dasgupta, Xiang Lorraine Li and Andrew McCallum"
Information Extraction,Document-Level Event Argument Extraction by Conditional Generation,"Sha Li, Heng Ji and Jiawei Han"
Information Extraction,Template Filling with Generative Transformers,"Xinya Du, Alexander Rush and Claire Cardie"
Interpretability and Analysis of Models for NLP,Towards Interpreting and Mitigating Shortcut Learning Behavior of NLU models,"Mengnan Du, Varun Manjunatha, Rajiv Jain, Ruchi Deshpande, Franck Dernoncourt, Jiuxiang Gu, Tong Sun and Xia Hu"
Interpretability and Analysis of Models for NLP,On Attention Redundancy: A Comprehensive Study,"Yuchen Bian, Jiaji Huang, Xingyu Cai, Jiahong Yuan and Kenneth Church"
Interpretability and Analysis of Models for NLP,Does BERT Pretrained on Clinical Notes Reveal Sensitive Data?,"Eric Lehman, Sarthak Jain, Karl Pichotta, Yoav Goldberg and Byron Wallace"
Interpretability and Analysis of Models for NLP,Low-Complexity Probing via Finding Subnetworks,Victor Sanh and Alexander Rush
Interpretability and Analysis of Models for NLP,An Empirical Comparison of Instance Attribution Methods for NLP,"Pouya Pezeshkpour, Sarthak Jain, Byron Wallace and Sameer Singh"
Interpretability and Analysis of Models for NLP,Generalization in Instruction Following Systems,"Soham Dan, Michael Zhou and Dan Roth"
Interpretability and Analysis of Models for NLP,[CL] Interpretability Analysis for Named Entity Recognition to Understand System Predictions and How They Can Improve,"Oshin Agarwal, Yinfei Yang, Byron C. Wallace, Ani Nenkova"
"Language Grounding to Vision, Robotics and Beyond",LightningDOT: Pre-training Visual-Semantic Embeddings for Real-Time Image-Text Retrieval,"Siqi Sun, Yen-Chun Chen, Linjie Li, Shuohang Wang, Yuwei Fang and Jingjing Liu"
"Language Grounding to Vision, Robotics and Beyond",Measuring Social Biases in Grounded Vision and Language Embeddings,"Candace Ross, Boris Katz and Andrei Barbu"
"Language Grounding to Vision, Robotics and Beyond",MTAG: Modal-Temporal Attention Graph for Unaligned Human Multimodal Language Sequences,"Jianing Yang, Yongxin Wang, Ruitao Yi, Yuying Zhu, Azaan Rehman, Amir Zadeh, Soujanya Poria and Louis-Philippe Morency"
"Language Grounding to Vision, Robotics and Beyond",Grounding Open-Domain Instructions to Automate Web Support Tasks,"Nancy Xu, Sam Masling, Michael Du, Giovanni Campagna, Larry Heck, James Landay and Monica Lam"
"Language Grounding to Vision, Robotics and Beyond",Modular Networks for Compositional Instruction Following,"Rodolfo Corona, Daniel Fried, Coline Devin, Dan Klein and trevor darrell"
"Language Grounding to Vision, Robotics and Beyond",Improving Cross-Modal Alignment in Vision Language Navigation via Syntactic Information,"Jialu Li, Hao Tan and Mohit Bansal"
Machine Learning for NLP,Improving Pretrained Models for Zero-shot Multi-label Text Classification through Reinforced Label Hierarchy Reasoning,"Hui Liu, Danqing Zhang, Bing Yin and Xiaodan Zhu"
Machine Learning for NLP,Fine-Tuning Pre-trained Language Model with Weak Supervision: A Contrastive-Regularized Self-Training Approach,"Yue Yu, Simiao Zuo, Haoming Jiang, Wendi Ren, Tuo Zhao and Chao Zhang"
Machine Learning for NLP,Posterior Differential Regularization with f-divergence for Improving Model Robustness,"Hao Cheng, Xiaodong Liu, Lis Pereira, Yaoliang Yu and Jianfeng Gao"
Machine Learning for NLP,Understanding Hard Negatives in Noise Contrastive Estimation,Wenzheng Zhang and Karl Stratos
Machine Learning for NLP,Certified Robustness to Word Substitution Attack with Differential Privacy,"Wenjie Wang, Pengfei Tang, Jian Lou and Li Xiong"
Machine Learning for NLP,DReCa: A General Task Augmentation Strategy for Few-Shot Natural Language Inference,"Shikhar Murty, Tatsunori Hashimoto and Christopher Manning"
Machine Translation and Multilinguality,Harnessing Multilinguality in Unsupervised Machine Translation for Rare Languages,"Xavier Garcia, Aditya Siddhant, Orhan Firat and Ankur Parikh"
Machine Translation and Multilinguality,Macro-Average: Rare Types Are Important Too,"Thamme Gowda, Weiqiu You, Constantine Lignos and Jonathan May"
Machine Translation and Multilinguality,Assessing Reference-Free Peer Evaluation for Machine Translation,"Sweta Agrawal, George Foster, Markus Freitag and Colin Cherry"
Machine Translation and Multilinguality,The Curious Case of Hallucinations in Neural Machine Translation,"Vikas Raunak, Arul Menezes and Marcin Junczys-Dowmunt"
Machine Translation and Multilinguality,Towards Continual Learning for Multilingual Machine Translation via Vocabulary Substitution,"Xavier Garcia, Noah Constant, Ankur Parikh and Orhan Firat"
Machine Translation and Multilinguality,Towards Modeling the Style of Translators in Neural Machine Translation,"Yue Wang, Cuong Hoang and Marcello Federico"
Machine Translation and Multilinguality,[TACL] Unsupervised Bitext Mining and Translation via Self-trained Contextual Embeddings,"Phillip Keung, Julian Salazar, Yichao Lu, Noah A. Smith"
Question Answering,Self-Supervised Test-Time Learning for Reading Comprehension,"Pratyay Banerjee, Tejas Gokhale and Chitta Baral"
Question Answering,Capturing Row and Column Semantics in Transformer Based Question Answering over Tables,"Michael Glass, Mustafa Canim, Alfio Gliozzo, Saneem Chemmengath, Vishwajeet Kumar, Rishav Chakravarti, Avi Sil, Feifei Pan, Samarth Bharadwaj and Nicolas Rodolfo Fauceglia"
Question Answering,Explainable Multi-hop Verbal Reasoning Through Internal Monologue,"Zhengzhong Liang, Steven Bethard and Mihai Surdeanu"
Question Answering,Robust Question Answering Through Sub-part Alignment,Jifan Chen and Greg Durrett
Question Answering,Text Modular Networks: Learning to Decompose Tasks in the Language of Existing Models,"Tushar Khot, Daniel Khashabi, Kyle Richardson, Peter Clark and Ashish Sabharwal"
Question Answering,RECONSIDER: Improved Re-Ranking using Span-Focused Cross-Attention for Open Domain Question Answering,"Srinivasan Iyer, Sewon Min, Yashar Mehdad and Wen-tau Yih"
Question Answering,On the Transferability of Minimal Prediction Preserving Inputs in Question Answering,"Shayne Longpre, Yi Lu and Chris DuBois"
"Semantics: Sentence-level Semantics, Textual Inference and Other areas",Understanding by Understanding Not: Modeling Negation in Language Models,"Arian Hosseini, Siva Reddy, Dzmitry Bahdanau, R Devon Hjelm, Alessandro Sordoni and Aaron Courville"
"Semantics: Sentence-level Semantics, Textual Inference and Other areas",DuoRAT: Towards Simpler Text-to-SQL Models,"Torsten Scholak, Raymond Li, Dzmitry Bahdanau, Harm de Vries and Chris Pal"
"Semantics: Sentence-level Semantics, Textual Inference and Other areas",Looking Beyond Sentence-Level Natural Language Inference for Question Answering and Text Summarization,"Anshuman Mishra, Dhruvesh Patel, Aparna Vijayakumar, Xiang Lorraine Li, Pavan Kapanipathi and Kartik Talamadupula"
"Semantics: Sentence-level Semantics, Textual Inference and Other areas",Structure-Grounded Pretraining for Text-to-SQL,"Xiang Deng, Ahmed Hassan Awadallah, Christopher Meek, Oleksandr Polozov, Huan Sun and Matthew Richardson"
"Semantics: Sentence-level Semantics, Textual Inference and Other areas","Incremental Few-shot Text Classification with Multi-round New Classes: Formulation, Dataset and System","Congying Xia, Wenpeng Yin, Yihao Feng and Philip Yu"
"Semantics: Sentence-level Semantics, Textual Inference and Other areas",Temporal Reasoning on Implicit Events from Distant Supervision,"Ben Zhou, Kyle Richardson, Qiang Ning, Tushar Khot, Ashish Sabharwal and Dan Roth"
"Semantics: Sentence-level Semantics, Textual Inference and Other areas",Disentangling Semantics and Syntax in Sentence Embeddings with Pre-trained Language Models,"James Y. Huang, Kuan-Hao Huang and Kai-Wei Chang"
Summarization,Structure-Aware Abstractive Conversation Summarization via Discourse and Action Graphs,Jiaao Chen and Diyi Yang
Summarization,A New Approach to Overgenerating and Scoring Abstractive Summaries,"Kaiqiang Song, Bingqing Wang, Zhe Feng and Fei Liu"
Summarization,D2S: Document-to-Slide Generation Via Query-Based Text Summarization,"Edward Sun, Yufang Hou, Dakuo Wang, Yunfeng Zhang and Nancy X. R. Wang"
Summarization,Efficient Attentions for Long Document Summarization,"Luyang Huang, Shuyang Cao, Nikolaus Parulian, Heng Ji and Lu Wang"
Summarization,RefSum: Refactoring Neural Summarization,"Yixin Liu, Zi-Yi Dou and Pengfei Liu"
Summarization,Annotating and Modeling Fine-grained Factuality in Summarization,Tanya Goyal and Greg Durrett
"Syntax: Tagging, Chunking and Parsing",Larger-Context Tagging: When and Why Does It Work?,"Jinlan Fu, Liangjing Feng, Qi Zhang, Xuanjing Huang and Pengfei Liu"
"Syntax: Tagging, Chunking and Parsing",Neural Sequence Segmentation as Determining the Leftmost Segments,"Yangming Li, Lemao Liu and Kaisheng Yao"
"Syntax: Tagging, Chunking and Parsing",PCFGs Can Do Better: Inducing Probabilistic Context-Free Grammars with Many Symbols,"Songlin Yang, Yanpeng Zhao and Kewei Tu"
"Syntax: Tagging, Chunking and Parsing",GEMNET: Effective Gated Gazetteer Representations for Recognizing Complex Entities in Low-context Input,"Tao Meng, Anjie Fang, Oleg Rokhlenko and Shervin Malmasi"
"Syntax: Tagging, Chunking and Parsing",[CL] Universal Dependencies,"Marie-Catherine de Marneffe, Christopher D. Manning, Joakim Nivre, Daniel Zeman"
Dialogue and Interactive Systems,Generating Negative Samples by Manipulating Golden Responses for Unsupervised Learning of a Response Evaluation Model,"ChaeHun Park, Eugene Jang, Wonsuk Yang and Jong Park"
Dialogue and Interactive Systems,How Robust are Fact Checking Systems on Colloquial Claims?,"Byeongchang Kim, Hyunwoo Kim, Seokhee Hong and Gunhee Kim"
Dialogue and Interactive Systems,Fine-grained Post-training for Improving Retrieval-based Dialogue Systems,"Janghoon Han, Taesuk Hong, Byoungjae Kim, Youngjoong Ko and Jungyun Seo"
Dialogue and Interactive Systems,Put Chatbot into Its Interlocutor’s Shoes: New Framework to Learn Chatbot Responding with Intention,"Hsuan Su, Jiun-Hao Jhan, Fan-yun Sun, Saurav Sahay and Hung-yi Lee"
Dialogue and Interactive Systems,Adding Chit-Chat to Enhance Task-Oriented Dialogues,"Kai Sun, Seungwhan Moon, Paul Crook, Stephen Roller, Becka Silvert, Bing Liu, Zhiguang Wang, Honglei Liu, Eunjoon Cho and Claire Cardie"
Discourse and Pragmatics,Incorporating Syntax and Semantics in Coreference Resolution with Heterogeneous Graph Attention Network,Fan Jiang and Trevor Cohn
Discourse and Pragmatics,Context Tracking Network: Graph-based Context Modeling for Implicit Discourse Relation Recognition,"Yingxue Zhang, Fandong Meng, Peng Li, Ping Jian and Jie Zhou"
Discourse and Pragmatics,Improving Neural RST Parsing Model with Silver Agreement Subtrees,"Naoki Kobayashi, Tsutomu Hirao, Hidetaka Kamigaito, Manabu Okumura and Masaaki Nagata"
Discourse and Pragmatics,RST Parsing from Scratch,"Thanh-Tung Nguyen, Xuan-Phi Nguyen, Shafiq Joty and Xiaoli Li"
Discourse and Pragmatics,Did they answer? Subjective acts and intents in conversational discourse,"Elisa Ferracane, Greg Durrett, Junyi Jessy Li and Katrin Erk"
Discourse and Pragmatics,Evaluating the Impact of a Hierarchical Discourse Representation on Entity Coreference Resolution Performance,"Sopan Khosla, James Fiacco and Carolyn Rosé"
Discourse and Pragmatics,Bridging Resolution: Making Sense of the State of the Art,Hideo Kobayashi and Vincent Ng
Machine Learning for NLP,Explicitly Modeling Syntax in Language Models with Incremental Parsing and a Dynamic Oracle,"Yikang Shen, Shawn Tan, Alessandro Sordoni, Siva Reddy and Aaron Courville"
Machine Learning for NLP,Revisiting the Weaknesses of Reinforcement Learning for Neural Machine Translation,Samuel Kiegeland and Julia Kreutzer
Machine Learning for NLP,Learning to Organize a Bag of Words into Sentences with Neural Networks: An Empirical Study,"Chongyang Tao, Shen Gao, Juntao Li, Yansong Feng, Dongyan Zhao and Rui Yan"
Machine Learning for NLP,Mask Attention Networks: Rethinking and Strengthen Transformer,"Zhihao Fan, Yeyun Gong, Dayiheng Liu, Zhongyu Wei, Siyuan Wang, Jian Jiao, Nan Duan, Ruofei Zhang and Xuanjing Huang"
Machine Learning for NLP,ERNIE-Gram: Pre-Training with Explicitly N-Gram Masked Language Modeling for Natural Language Understanding,"Dongling Xiao, Yu-Kun Li, Han Zhang, Yu Sun, Hao Tian, Hua Wu and Haifeng Wang"
Machine Learning for NLP,Lattice-BERT: Leveraging Multi-Granularity Representations in Chinese Pre-trained Language Models,"Yuxuan Lai, Yijia Liu, Yansong Feng, Songfang Huang and Dongyan Zhao"
Semantics: Lexical Semantics,Modeling Event Plausibility with Consistent Conceptual Abstraction,"Ian Porada, Kaheer Suleman, Adam Trischler and Jackie Chi Kit Cheung"
Semantics: Lexical Semantics,UmlsBERT: Clinical Domain Knowledge Augmentation of Contextual Embeddings Using the Unified Medical Language System Metathesaurus,"George Michalopoulos, Yuanxin Wang, Hussam Kaka, Helen Chen and Alexander Wong"
Semantics: Lexical Semantics,Field Embedding: A Unified Grain-Based Framework for Word Representation,"Junjie Luo, Xi Chen, Jichao Sun, Yuejia Xiang, Ningyu Zhang and Xiang Wan"
Semantics: Lexical Semantics,MelBERT: Metaphor Detection via Contextualized Late Interaction using Metaphorical Identification Theories,"Minjin Choi, Sunkyung Lee, Eunseong Choi, Heesoo Park, Junhyuk Lee, Dongwon Lee and Jongwuk Lee"
Semantics: Lexical Semantics,Non-Parametric Few-Shot Learning for Word Sense Disambiguation,"Howard Chen, Mengzhou Xia and Danqi Chen"
"Sentiment Analysis, Stylistic Analysis, and Argument Mining",Why Do Document-Level Polarity Classifiers Fail?,"Karen Martins, Pedro O.S Vaz-de-Melo and Rodrygo Santos"
"Sentiment Analysis, Stylistic Analysis, and Argument Mining",A Unified Span-Based Approach for Opinion Mining with Syntactic Constituents,"Qingrong Xia, Bo Zhang, Rui Wang, Zhenghua Li, Yue Zhang, Fei Huang, Luo Si and Min Zhang"
"Sentiment Analysis, Stylistic Analysis, and Argument Mining",Target-specified Sequence Labeling with Multi-head Self-attention for Target-oriented Opinion Words Extraction,"Yuhao Feng, Yanghui Rao, Yuyao Tang, Ninghua Wang and He Liu"
"Sentiment Analysis, Stylistic Analysis, and Argument Mining",Does syntax matter? A strong baseline for Aspect-based Sentiment Analysis with RoBERTa,"Junqi Dai, Hang Yan, Tianxiang Sun, Pengfei Liu and Xipeng Qiu"
"Sentiment Analysis, Stylistic Analysis, and Argument Mining",Domain Divergences: A Survey and Empirical Analysis,"Abhinav Ramesh Kashyap, Devamanyu Hazarika, Min-Yen Kan and Roger Zimmermann"
"Sentiment Analysis, Stylistic Analysis, and Argument Mining",Target-Aware Data Augmentation for Stance Detection,Yingjie Li and Cornelia Caragea
Speech and Multimodality,End-to-end ASR to jointly predict transcriptions and linguistic annotations,"Motoi Omachi, Yuya Fujita, Shinji Watanabe and Matthew Wiesner"
Speech and Multimodality,Source and Target Bidirectional Knowledge Distillation for End-to-end Speech Translation,"Hirofumi Inaguma, Tatsuya Kawahara and Shinji Watanabe"
Speech and Multimodality,Searchable Hidden Intermediates for End-to-End Models of Decomposable Sequence Tasks,"Siddharth Dalmia, Brian Yan, Vikas Raunak, Florian Metze and Shinji Watanabe"
Speech and Multimodality,SPLAT: Speech-Language Joint Pre-Training for Spoken Language Understanding,"Yu-An Chung, Chenguang Zhu and Michael Zeng"
Speech and Multimodality,Worldly Wise (WoW) - Cross-Lingual Knowledge Fusion for Fact-based Visual Spoken-Question Answering,"Kiran Ramnath, Leda Sari, Mark Hasegawa-Johnson and Chang Yoo"
Speech and Multimodality,Align-Refine: Non-Autoregressive Speech Recognition via Iterative Realignment,"Ethan A. Chi, Julian Salazar and Katrin Kirchhoff"
Machine Learning for NLP,"Model Extraction and Adversarial Transferability, Your BERT is Vulnerable!","Xuanli He, Lingjuan Lyu, Lichao Sun and Qiongkai Xu"
Machine Learning for NLP,A Global Past-Future Early Exit Method for Accelerating Inference of Pre-trained Language Models,"Kaiyuan Liao, Yi Zhang, Xuancheng Ren, Qi Su, Xu Sun and Bin He"
Machine Learning for NLP,Masked Conditional Random Fields for Sequence Labeling,"Tianwen Wei, Jianwei Qi, Shenghuan He and Songtao Sun"
Machine Learning for NLP,Heterogeneous Graph Neural Networks for Concept Prerequisite Relation Learning in Educational Data,"Chenghao Jia, Yongliang Shen, Yechun Tang, Lu Sun and Weiming Lu"
Machine Learning for NLP,Be Careful about Poisoned Word Embeddings: Exploring the Vulnerability of the Embedding Layers in NLP Models,"Wenkai Yang, Lei Li, Zhiyuan Zhang, Xuancheng Ren, Xu Sun and Bin He"
Machine Learning for NLP,DA-Transformer: Distance-aware Transformer,"Chuhan Wu, Fangzhao Wu and Yongfeng Huang"
Resources and Evaluation,ASAP: A Chinese Review Dataset Towards Aspect Category Sentiment Analysis and Rating Prediction,"Jiahao Bu, Lei Ren, Shuang Zheng, Yang Yang, Jingang Wang, Fuzheng Zhang and Wei Wu"
Resources and Evaluation,Are NLP Models really able to Solve Simple Math Word Problems?,"Arkil Patel, Satwik Bhattamishra and Navin Goyal"
Resources and Evaluation,WRIME: A New Dataset for Emotional Intensity Estimation with Subjective and Objective Annotations,"Tomoyuki Kajiwara, Chenhui Chu, Noriko Takemura, Yuta Nakashima and Hajime Nagahara"
Resources and Evaluation,KPQA: A Metric for Generative Question Answering Using Keyphrase Weights,"Hwanhee Lee, Seunghyun Yoon, Franck Dernoncourt, Doo Soon Kim, Trung Bui, Joongbo Shin and Kyomin Jung"
Resources and Evaluation,StylePTB: A Compositional Benchmark for Fine-grained Controllable Text Style Transfer,"Yiwei Lyu, Paul Pu Liang, Hai Pham, Eduard Hovy, Barnabás Póczos, Ruslan Salakhutdinov and Louis-Philippe Morency"
Resources and Evaluation,Blow the Dog Whistle: A Chinese Dataset for Cant Understanding with Common Sense and World Knowledge,"Canwen Xu, Wangchunshu Zhou, Tao Ge, Ke Xu, Julian McAuley and Furu Wei"
Resources and Evaluation,COVID-19 Named Entity Recognition for Vietnamese,"Thinh Hung Truong, Mai Hoang Dao and Dat Quoc Nguyen"
