Labels,Paper Name,Author Names
"Linguistic Theories, Cognitive Modeling and Psycholinguistics",Probing Linguistic Systematicity,"Emily Goodwin, Koustuv Sinha, Timothy J. O'Donnell"
Computational Social Science and Social Media,Masking Actor Information Leads to Fairer Political Claims Detection,"Erenay Dayanik, Sebastian Padó"
Computational Social Science and Social Media,Neural Temporal Opinion Modelling for Opinion Prediction on Twitter,"Lixing Zhu, Yulan He, Deyu Zhou"
Computational Social Science and Social Media,Integrating Semantic and Structural Information with Graph Convolutional Network for Controversy Detection,"Lei Zhong, Juan Cao, Qiang Sheng, Junbo Guo, Ziang Wang"
Computational Social Science and Social Media,"“Who said it, and Why?” Provenance for Natural Language Claims","Yi Zhang, Zachary Ives, Dan Roth"
Computational Social Science and Social Media,Predicting the Topical Stance and Political Leaning of Media using Tweets,"Peter Stefanov, Kareem Darwish, Atanas Atanasov, Preslav Nakov"
Computational Social Science and Social Media,"Simple, Interpretable and Stable Method for Detecting Words with Usage Change across Corpora","Hila Gonen, Ganesh Jawahar, Djamé Seddah, Yoav Goldberg"
Computational Social Science and Social Media,Analyzing Political Parody in Social Media,"Antonios Maronikolakis, Danae Sánchez Villegas, Daniel Preotiuc-Pietro, Nikolaos Aletras"
Computational Social Science and Social Media,Would you Rather? A New Benchmark for Learning Machine Alignment with Cultural Values and Social Preferences,"Yi Tay, Donovan Ong, Jie Fu, Alvin Chan, Nancy Chen, Anh Tuan Luu, Chris Pal"
Computational Social Science and Social Media,Dynamic Online Conversation Recommendation,"Xingshan Zeng, Jing Li, Lu Wang, Zhiming Mao, Kam-Fai Wong"
Computational Social Science and Social Media,Understanding the Language of Political Agreement and Disagreement in Legislative Texts,"Maryam Davoodi, Eric Waltenburg, Dan Goldwasser"
Computational Social Science and Social Media,"It Takes Two to Lie: One to Lie, and One to Listen","Denis Peskov, Benny Cheng, Ahmed Elgohary, Joe Barrow, Cristian Danescu-Niculescu-Mizil, Jordan Boyd-Graber"
Computational Social Science and Social Media,Balancing Objectives in Counseling Conversations: Advancing Forwards or Looking Backwards,"Justine Zhang, Cristian Danescu-Niculescu-Mizil"
Computational Social Science and Social Media,What Was Written vs. Who Read It: News Media Profiling Using Text Analysis and Social Media Context,"Ramy Baly, Georgi Karadzhov, Jisun An, Haewoon Kwak, Yoan Dinkov, Ahmed Ali, James Glass, Preslav Nakov"
Computational Social Science and Social Media,Text-Based Ideal Points,"Keyon Vafa, Suresh Naidu, David Blei"
Computational Social Science and Social Media,Text and Causal Inference: A Review of Using Text to Remove Confounding from Causal Estimates,"Katherine Keith, David Jensen, Brendan O'Connor"
Computational Social Science and Social Media,When do Word Embeddings Accurately Reflect Surveys on our Beliefs About People?,"Kenneth Joseph, Jonathan Morgan"
Computational Social Science and Social Media,Improving Multimodal Named Entity Recognition via Entity Span Detection with Unified Multimodal Transformer,"Jianfei Yu, Jing Jiang, Li Yang, Rui Xia"
Computational Social Science and Social Media,Hierarchical Modeling for User Personality Prediction: The Role of Message-Level Attention,"Veronica Lynn, Niranjan Balasubramanian, H. Andrew Schwartz"
Computational Social Science and Social Media,Detecting Perceived Emotions in Hurricane Disasters,"Shrey Desai, Cornelia Caragea, Junyi Jessy Li"
Computational Social Science and Social Media,DTCA: Decision Tree-based Co-Attention Networks for Explainable Claim Verification,"Lianwei Wu, Yuan Rao, Yongqiang Zhao, Hao Liang, Ambreen Nazir"
Computational Social Science and Social Media,GCAN: Graph-aware Co-Attention Networks for Explainable Fake News Detection on Social Media,"Yi-Ju Lu, Cheng-Te Li"
Computational Social Science and Social Media,Measuring Forecasting Skill from Text,"Shi Zong, Alan Ritter, Eduard Hovy"
Computational Social Science and Social Media,"Stock Embeddings Acquired from News Articles and Price History, and an Application to Portfolio Optimization","Xin Du, Kumiko Tanaka-Ishii"
Computational Social Science and Social Media,"Code-Switching Patterns Can Be an Effective Route to Improve Performance of Downstream NLP Applications: A Case Study of Humour, Sarcasm and Hate Speech Detection","Srijan Bansal, Vishal Garimella, Ayush Suhane, Jasabanta Patro, Animesh Mukherjee"
Dialogue and Interactive Systems,SAS: Dialogue State Tracking via Slot Attention and Slot Information Sharing,"Jiaying Hu, Yan Yang, Chencai Chen, liang he, Zhou Yu"
Dialogue and Interactive Systems,CraftAssist Instruction Parsing: Semantic Parsing for a Voxel-World Assistant,"Kavya Srinet, Yacine Jernite, Jonathan Gray, Arthur Szlam"
Dialogue and Interactive Systems,Diverse and Informative Dialogue Generation with Context-Specific Commonsense Knowledge Awareness,"Sixing Wu, Ying Li, Dawei Zhang, Yang Zhou, Zhonghai Wu"
Dialogue and Interactive Systems,Diversifying Dialogue Generation with Non-Conversational Text,"Hui Su, Xiaoyu Shen, Sanqiang Zhao, Zhou Xiao, Pengwei Hu, Randy Zhong, Cheng Niu, Jie Zhou"
Dialogue and Interactive Systems,Learning Efficient Dialogue Policy from Demonstrations through Shaping,"Huimin Wang, Baolin Peng, Kam-Fai Wong"
Dialogue and Interactive Systems,Conversational Word Embedding for Retrieval-Based Dialog System,"Wentao Ma, Yiming Cui, Ting Liu, Dong Wang, Shijin Wang, Guoping Hu"
Dialogue and Interactive Systems,You Impress Me: Dialogue Generation via Mutual Persona Perception,"Qian Liu, Yihong Chen, Bei Chen, Jian-Guang Lou, Zixuan Chen, Bin Zhou, Dongmei Zhang"
Dialogue and Interactive Systems,Neural Generation of Dialogue Response Timings,"Matthew Roddy, Naomi Harte"
Dialogue and Interactive Systems,Slot-consistent NLG for Task-oriented Dialogue Systems with Iterative Rectification Network,"Yangming Li, Kaisheng Yao, Libo Qin, Wanxiang Che, Xiaolong Li, Ting Liu"
Dialogue and Interactive Systems,"The Design and Implementation of XiaoIce, an Empathetic Social Chatbot","Li Zhou, Jianfeng Gao, Di Li, Heung-Yeung Shum"
Dialogue and Interactive Systems,Speak to your Parser: Interactive Text-to-SQL with Natural Language Feedback,"Ahmed Elgohary, Saghar Hosseini, Ahmed Hassan Awadallah"
Dialogue and Interactive Systems,Response-Anticipated Memory for On-Demand Knowledge Integration in Response Generation,"Zhiliang Tian, Wei Bi, Dongkyu Lee, Lanqing Xue, Yiping Song, Xiaojiang Liu, Nevin L. Zhang"
Dialogue and Interactive Systems,Semi-Supervised Dialogue Policy Learning via Stochastic Reward Estimation,"Xinting Huang, Jianzhong Qi, Yu Sun, Rui Zhang"
Dialogue and Interactive Systems,Negative Training for Neural Dialogue Response Generation,"Tianxing He, James Glass"
Dialogue and Interactive Systems,A Generative Model for Joint Natural Language Understanding and Generation,"Bo-Hsiang Tseng, Jianpeng Cheng, Yimai Fang, David Vandyke"
Dialogue and Interactive Systems,Guiding Variational Response Generator to Exploit Persona,"Bowen Wu, Mengyuan Li, Zongsheng Wang, Yifu Chen, Derek F. Wong, Qihang Feng, Junhong Huang, Baoxun Wang"
Dialogue and Interactive Systems,The Dialogue Dodecathlon: Open-Domain Knowledge and Image Grounded Conversational Agents,"Kurt Shuster, Da JU, Stephen Roller, Emily Dinan, Y-Lan Boureau, Jason Weston"
Dialogue and Interactive Systems,Multi-Agent Task-Oriented Dialog Policy Learning with Role-Aware Reward Decomposition,"Ryuichi Takanobu, Runze Liang, Minlie Huang"
Dialogue and Interactive Systems,Speaker Sensitive Response Evaluation Model,"JinYeong Bak, Alice Oh"
Dialogue and Interactive Systems,Efficient Dialogue State Tracking by Selectively Overwriting Memory,"Sungdong Kim, Sohee Yang, Gyuwan Kim, Sang-Woo Lee"
Dialogue and Interactive Systems,Multi-Domain Dialogue Acts and Response Co-Generation,"Kai Wang, Junfeng Tian, Rui Wang, Xiaojun Quan, Jianxing Yu"
Dialogue and Interactive Systems,Span-ConveRT: Few-shot Span Extraction for Dialog with Pretrained Conversational Representations,"Samuel Coope, Tyler Farghly, Daniela Gerz, Ivan Vulić, Matthew Henderson"
Dialogue and Interactive Systems,Video-Grounded Dialogues with Pretrained Generation Language Models,"Hung Le, Steven C.H. Hoi"
Dialogue and Interactive Systems,Modeling Long Context for Task-Oriented Dialogue State Generation,"Jun Quan, Deyi Xiong"
Dialogue and Interactive Systems,Large Scale Multi-Actor Generative Dialog Modeling,"Alex Boyd, Raul Puri, Mohammad Shoeybi, Mostofa Patwary, Bryan Catanzaro"
Dialogue and Interactive Systems,Beyond User Self-Reported Likert Scale Ratings: A Comparison Model for Automatic Dialog Evaluation,"Weixin Liang, James Zou, Zhou Yu"
Dialogue and Interactive Systems,KdConv: A Chinese Multi-domain Dialogue Dataset Towards Multi-turn Knowledge-driven Conversation,"Hao Zhou, Chujie Zheng, Kaili Huang, Minlie Huang, Xiaoyan Zhu"
Dialogue and Interactive Systems,Towards Conversational Recommendation over Multi-Type Dialogs,"Zeming Liu, Haifeng Wang, Zheng-Yu Niu, Hua Wu, Wanxiang Che, Ting Liu"
Dialogue and Interactive Systems,USR: An Unsupervised and Reference Free Evaluation Metric for Dialog Generation,"Shikib Mehri, Maxine Eskenazi"
Dialogue and Interactive Systems,Designing Precise and Robust Dialogue Response Evaluators,"Tianyu Zhao, Divesh Lala, Tatsuya Kawahara"
Dialogue and Interactive Systems,Generating Informative Conversational Response using Recurrent Knowledge-Interaction and Knowledge-Copy,"Xiexiong Lin, Weiyu Jian, Jianshan He, Taifeng Wang, Wei Chu"
Dialogue and Interactive Systems,Gated Convolutional Bidirectional Attention-based Model for Off-topic Spoken Response Detection,"Yefei Zha, Ruobing Li, Hui Lin"
Dialogue and Interactive Systems,CDL: Curriculum Dual Learning for Emotion-Controllable Response Generation,"Lei Shen, Yang Feng"
Dialogue and Interactive Systems,Coach: A Coarse-to-Fine Approach for Cross-domain Slot Filling,"Zihan Liu, Genta Indra Winata, Peng Xu, Pascale Fung"
Dialogue and Interactive Systems,Paraphrase Augmented Task-Oriented Dialog Generation,"Silin Gao, Yichi Zhang, Zhijian Ou, Zhou Yu"
Dialogue and Interactive Systems,MuTual: A Dataset for Multi-Turn Dialogue Reasoning,"Leyang Cui, Yu Wu, Shujie Liu, Yue Zhang, Ming Zhou"
Dialogue and Interactive Systems,Learning to Customize Model Structures for Few-shot Dialogue Generation Tasks,"Yiping Song, Zequn Liu, Wei Bi, Rui Yan, Ming Zhang"
Dialogue and Interactive Systems,"Generate, Delete and Rewrite: A Three-Stage Framework for Improving Persona Consistency of Dialogue Generation","Haoyu Song, Yan Wang, Wei-Nan Zhang, Xiaojiang Liu, Ting Liu"
Dialogue and Interactive Systems,Image-Chat: Engaging Grounded Conversations,"Kurt Shuster, Samuel Humeau, Antoine Bordes, Jason Weston"
Dialogue and Interactive Systems,Learning Dialog Policies from Weak Demonstrations,"Gabriel Gordon-Hall, Philip John Gorinski, Shay B. Cohen"
Dialogue and Interactive Systems,Can You Put it All Together: Evaluating Conversational Agents' Ability to Blend Skills,"Eric Michael Smith, Mary Williamson, Kurt Shuster, Jason Weston, Y-Lan Boureau"
Dialogue and Interactive Systems,Evaluating Dialogue Generation Systems via Response Selection,"Shiki Sato, Reina Akama, Hiroki Ouchi, Jun Suzuki, Kentaro Inui"
Dialogue and Interactive Systems,"""None of the Above"": Measure Uncertainty in Dialog Response Retrieval","Yulan Feng, Shikib Mehri, Maxine Eskenazi, Tiancheng Zhao"
Dialogue and Interactive Systems,A Contextual Hierarchical Attention Network with Adaptive Objective for Dialogue State Tracking,"Yong Shan, Zekang Li, Jinchao Zhang, Fandong Meng, Yang Feng, Cheng Niu, Jie Zhou"
Dialogue and Interactive Systems,Meta-Reinforced Multi-Domain State Generator for Dialogue Systems,"Yi Huang, Junlan Feng, Min Hu, Xiaoting Wu, Xiaoyu Du, Shuo Ma"
Dialogue and Interactive Systems,Few-shot Slot Tagging with Collapsed Dependency Transfer and Label-enhanced Task-adaptive Projection Network,"Yutai Hou, Wanxiang Che, Yongkui Lai, Zhihan Zhou, Yijia Liu, Han Liu, Ting Liu"
Dialogue and Interactive Systems,Learning to Tag OOV Tokens by Integrating Contextual Representation and Background Knowledge,"Keqing He, Yuanmeng Yan, Weiran XU"
Dialogue and Interactive Systems,Grounded Conversation Generation as Guided Traverses in Commonsense Knowledge Graphs,"Houyu Zhang, Zhenghao Liu, Chenyan Xiong, Zhiyuan Liu"
Dialogue and Interactive Systems,Recursive Template-based Frame Generation for Task Oriented Dialog,"Rashmi Gangadharaiah, Balakrishnan Narayanaswamy"
Dialogue and Interactive Systems,Unknown Intent Detection Using Gaussian Mixture Model with an Application to Zero-shot Intent Classification,"Guangfeng Yan, Lu Fan, Qimai Li, Han Liu, Xiaotong Zhang, Xiao-Ming Wu, Albert Y.S. Lam"
Dialogue and Interactive Systems,Towards Unsupervised Language Understanding and Generation by Joint Dual Learning,"Shang-Yu Su, Chao-Wei Huang, Yun-Nung Chen"
Dialogue and Interactive Systems,Dialogue State Tracking with Explicit Slot Connection Modeling,"Yawen Ouyang, Moxin Chen, Xinyu Dai, Yinggong Zhao, Shujian Huang, Jiajun Chen"
Dialogue and Interactive Systems,Grounding Conversations with Improvised Dialogues,"Hyundong Cho, Jonathan May"
Dialogue and Interactive Systems,PLATO: Pre-trained Dialogue Generation Model with Discrete Latent Variable,"Siqi Bao, Huang He, Fan Wang, Hua Wu, Haifeng Wang"
Dialogue and Interactive Systems,Dynamic Fusion Network for Multi-Domain End-to-end Task-Oriented Dialog,"Libo Qin, Xiao Xu, Wanxiang Che, Yue Zhang, Ting Liu"
Dialogue and Interactive Systems,Conversational Graph Grounded Policy Learning for Open-Domain Conversation Generation,"Jun Xu, Haifeng Wang, Zheng-Yu Niu, Hua Wu, Wanxiang Che, Ting Liu"
Dialogue and Interactive Systems,Learning Low-Resource End-To-End Goal-Oriented Dialog for Fast and Reliable System Deployment,"Yinpei Dai, Hangyu Li, Chengguang Tang, Yongbin Li, Jian Sun, Xiaodan Zhu"
Dialogue and Interactive Systems,CrossWOZ: A Large-Scale Chinese Cross-Domain Task-Oriented Dialogue Dataset,"Qi Zhu, Kaili Huang, Zheng Zhang, Xiaoyan Zhu, Minlie Huang"
Dialogue and Interactive Systems,End-to-End Neural Pipeline for Goal-Oriented Dialogue Systems using GPT-2,"Donghoon Ham, Jeong-Gwan Lee, Youngsoo Jang, Kee-Eung Kim"
Dialogue and Interactive Systems,Learning an Unreferenced Metric for Online Dialogue Evaluation,"Koustuv Sinha, Prasanna Parthasarathi, Jasmine Wang, Ryan Lowe, William L. Hamilton, Joelle Pineau"
Dialogue and Interactive Systems,Zero-Shot Transfer Learning with Synthesized Data for Multi-Domain Dialogue State Tracking,"Giovanni Campagna, Agata Foryciarz, Mehrad Moradshahi, Monica Lam"
Dialogue and Interactive Systems,Don’t Say That! Making Inconsistent Dialogue Unlikely with Unlikelihood Training,"Margaret Li, Stephen Roller, Ilia Kulikov, Sean Welleck, Y-Lan Boureau, Kyunghyun Cho, Jason Weston"
Dialogue and Interactive Systems,Data Manipulation: Towards Effective Instance Learning for Neural Dialogue Generation via Learning to Augment and Reweight,"Hengyi Cai, Hongshen Chen, Yonghao Song, Cheng Zhang, Xiaofang Zhao, Dawei Yin"
Discourse and Pragmatics,Discourse as a Function of Event: Profiling Discourse Structure in News Articles around the Main Event,"Prafulla Kumar Choubey, Aaron Lee, Ruihong Huang, Lu Wang"
Discourse and Pragmatics,Harnessing the linguistic signal to predict scalar inferences,"Sebastian Schuster, Yuxing Chen, Judith Degen"
Discourse and Pragmatics,DRTS Parsing with Structure-Aware Encoding and Decoding,"Qiankun Fu, Yue Zhang, Jiangming Liu, Meishan Zhang"
Discourse and Pragmatics,Dialogue Coherence Assessment Without Explicit Dialogue Act Labels,"Mohsen Mesgar, Sebastian Bücker, Iryna Gurevych"
Discourse and Pragmatics,TransS-Driven Joint Learning Architecture for Implicit Discourse Relation Recognition,"Ruifang He, Jian Wang, Fengyu Guo, Yugui Han"
Discourse and Pragmatics,Bridging Anaphora Resolution as Question Answering,Yufang Hou
Discourse and Pragmatics,A Top-down Neural Architecture towards Text-level Parsing of Discourse Rhetorical Structure,"Longyin Zhang, Yuqing Xing, Fang Kong, Peifeng Li, Guodong Zhou"
Discourse and Pragmatics,A Complete Shift-Reduce Chinese Discourse Parser with Robust Dynamic Oracle,"Shyh-Shiun Hung, Hen-Hsen Huang, Hsin-Hsi Chen"
Discourse and Pragmatics,PeTra: A Sparsely Supervised Memory Model for People Tracking,"Shubham Toshniwal, Allyson Ettinger, Kevin Gimpel, Karen Livescu"
Discourse and Pragmatics,ZPR2: Joint Zero Pronoun Recovery and Resolution using Multi-Task Learning and BERT,"Linfeng Song, Kun Xu, Yue Zhang, Jianshu Chen, Dong Yu"
Discourse and Pragmatics,Unsupervised Discourse Constituency Parsing Using Viterbi EM,"Noriki Nishida, Hideki Nakayama"
Discourse and Pragmatics,Implicit Discourse Relation Classification: We Need to Talk about Evaluation,"Najoung Kim, Song Feng, Chulaka Gunasekara, Luis Lastras"
Ethics and NLP,Double-Hard Debias: Tailoring Word Embeddings for Gender Bias Mitigation,"Tianlu Wang, Xi Victoria Lin, Nazneen Fatema Rajani, Bryan McCann, Vicente Ordonez, Caiming Xiong"
Ethics and NLP,"Language (Technology) is Power: A Critical Survey of ""Bias"" in NLP","Su Lin Blodgett, Solon Barocas, Hal Daumé III, Hanna Wallach"
Ethics and NLP,Mitigating Gender Bias Amplification in Distribution by Posterior Regularization,"Shengyu Jia, Tao Meng, Jieyu Zhao, Kai-Wei Chang"
Ethics and NLP,Contextualizing Hate Speech Classifiers with Post-hoc Explanation,"Brendan Kennedy, Xisen Jin, Aida Mostafazadeh Davani, Morteza Dehghani, Xiang Ren"
Ethics and NLP,Social Bias Frames: Reasoning about Social and Power Implications of Language,"Maarten Sap, Saadia Gabriel, Lianhui Qin, Dan Jurafsky, Noah A. Smith, Yejin Choi"
Ethics and NLP,Is Your Classifier Actually Biased? Measuring Fairness under Uncertainty with Bernstein Bounds,Kawin Ethayarajh
Ethics and NLP,Toward Gender-Inclusive Coreference Resolution,"Yang Trista Cao, Hal Daumé III"
Ethics and NLP,Gender Bias in Multilingual Embeddings and Cross-Lingual Transfer,"Jieyu Zhao, Subhabrata Mukherjee, Saghar Hosseini, Kai-Wei Chang, Ahmed Hassan Awadallah"
Ethics and NLP,Towards Debiasing Sentence Representations,"Paul Pu Liang, Irene Mengze Li, Emily Zheng, Yao Chong Lim, Ruslan Salakhutdinov, Louis-Philippe Morency"
Ethics and NLP,Towards Understanding Gender Bias in Relation Extraction,"Andrew Gaut, Tony Sun, Shirlyn Tang, Yuxin Huang, Jing Qian, Mai ElSherief, Jieyu Zhao, Diba Mirza, Elizabeth Belding, Kai-Wei Chang, William Yang Wang"
Ethics and NLP,"Give Me Convenience and Give Her Death: Who Should Decide What Uses of NLP are Appropriate, and on What Basis?","Kobi Leins, Jey Han Lau, Timothy Baldwin"
Ethics and NLP,It’s Morphin’ Time! Combating Linguistic Discrimination with Inflectional Perturbations,"Samson Tan, Shafiq Joty, Min-Yen Kan, Richard Socher"
Ethics and NLP,Social Biases in NLP Models as Barriers for Persons with Disabilities,"Ben Hutchinson, Vinodkumar Prabhakaran, Emily Denton, Kellie Webster, Yu Zhong, Stephen Denuyl"
Ethics and NLP,Demographics Should Not Be the Reason of Toxicity: Mitigating Discrimination in Text Classifications with Instance Weighting,"Guanhua Zhang, Bing Bai, Junqi Zhang, Kun Bai, Conghui Zhu, Tiejun Zhao"
Generation,Learning Implicit Text Generation via Feature Matching,"Inkit Padhi, Pierre Dognin, Ke Bai, Cícero Nogueira dos Santos, Vijil Chenthamarakshan, Youssef Mroueh, Payel Das"
Generation,Fact-based Text Editing,"Hayate Iso, Chao Qiao, Hang Li"
Generation,Expertise Style Transfer: A New Task Towards Better Communication between Experts and Laymen,"Yixin Cao, Ruihao Shui, Liangming Pan, Min-Yen Kan, Zhiyuan Liu, Tat-Seng Chua"
Generation,Structural Information Preserving for Graph-to-Text Generation,"Linfeng Song, Ante Wang, Jinsong Su, Yue Zhang, Kun Xu, Yubin Ge, Dong Yu"
Generation,Bridging the Structural Gap Between Encoding and Decoding for Data-To-Text Generation,"Chao Zhao, Marilyn Walker, Snigdha Chaturvedi"
Generation,Cross-modal Language Generation using Pivot Stabilization for Web-scale Language Coverage,"Ashish V. Thapliyal, Radu Soricut"
Generation,Neural Data-to-Text Generation via Jointly Learning the Segmentation and Correspondence,"Xiaoyu Shen, Ernie Chang, Hui Su, Cheng Niu, Dietrich Klakow"
Generation,Automatic Poetry Generation from Prosaic Text,Tim Van de Cruys
Generation,Unsupervised Paraphrasing by Simulated Annealing,"Xianggen Liu, Lili Mou, Fandong Meng, Hao Zhou, Jie Zhou, Sen Song"
Generation,INSET: Sentence Infilling with INter-SEntential Transformer,"Yichen Huang, Yizhe Zhang, Oussama Elachqar, Yu Cheng"
Generation,Fast and Accurate Non-Projective Dependency Tree Linearization,"Xiang Yu, Simon Tannert, Ngoc Thang Vu, Jonas Kuhn"
Generation,Heterogeneous Graph Transformer for Graph-to-Sequence Learning,"Shaowei Yao, Tianming Wang, Xiaojun Wan"
Generation,Improved Natural Language Generation via Loss Truncation,"Daniel Kang, Tatsunori Hashimoto"
Generation,Probabilistically Masked Language Model Capable of Autoregressive Generation in Arbitrary Word Order,"Yi Liao, Xin Jiang, Qun Liu"
Generation,TAG : Type Auxiliary Guiding for Code Comment Generation,"Ruichu Cai, Zhihao Liang, Boyan Xu, zijian li, Yuexing Hao, Yao Chen"
Generation,Leveraging Pre-trained Checkpoints for Sequence Generation Tasks,"Sascha Rothe, Shashi Narayan and Aliaksei Severyn"
Generation,A Study of Non-autoregressive Model for Sequence Generation,"Yi Ren, Jinglin Liu, Xu Tan, Zhou Zhao, Sheng Zhao, Tie-Yan Liu"
Generation,Improving Adversarial Text Generation by Modeling the Distant Future,"Ruiyi Zhang, Changyou Chen, Zhe Gan, Wenlin Wang, Dinghan Shen, Guoyin Wang, Zheng Wen, Lawrence Carin"
Generation,GPT-too: A Language-Model-First Approach for AMR-to-Text Generation,"Manuel Mager, Ramón Fernandez Astudillo, Tahira Naseem, Md Arafat Sultan, Young-Suk Lee, Radu Florian, Salim Roukos"
Generation,A Knowledge-Enhanced Pretraining Model for Commonsense Story Generation,"Jian Guan, Fei Huang, Minlie Huang, Zhihao Zhao, Xiaoyan Zhu"
Generation,BLEURT: Learning Robust Metrics for Text Generation,"Thibault Sellam, Dipanjan Das, Ankur Parikh"
Generation,Review-based Question Generation with Adaptive Instance Transfer and Augmentation,"Qian Yu, Lidong Bing, Qiong Zhang, Wai Lam, Luo Si"
Generation,Rigid Formats Controlled Text Generation,"Piji Li, Haisong Zhang, Xiaojiang Liu, Shuming Shi"
Generation,Shape of Synth to Come: Why We Should Use Synthetic Data for English Surface Realization,"Henry Elder, Robert Burke, Alexander O'Connor, Jennifer Foster"
Generation,Explicit Semantic Decomposition for Definition Generation,"Jiahuan Li, Yu Bao, Shujian Huang, Xinyu Dai, Jiajun Chen"
Generation,Pre-train and Plug-in: Flexible Conditional Text Generation with Variational Auto-Encoders,"Yu Duan, Canwen Xu, Jiaxin Pei, Jialong Han, Chenliang Li"
Generation,Syn-QG: Syntactic and Shallow Semantic Rules for Question Generation,"Kaustubh Dhole, Christopher D. Manning"
Generation,Fluent Response Generation for Conversational Question Answering,"Ashutosh Baheti, Alan Ritter, Kevin Small"
Generation,Few-Shot NLG with Pre-Trained Language Model,"Zhiyu Chen, Harini Eavani, Wenhu Chen, Yinyin Liu, William Yang Wang"
Generation,Iterative Edit-Based Unsupervised Sentence Simplification,"Dhruv Kumar, Lili Mou, Lukasz Golab, Olga Vechtomova"
Generation,Reverse Engineering Configurations of Neural Text Generation Models,"Yi Tay, Dara Bahri, Che Zheng, Clifford Brunk, Donald Metzler, Andrew Tomkins"
Generation,Simple and Effective Retrieve-Edit-Rerank Text Generation,"Nabil Hossain, Marjan Ghazvininejad, Luke Zettlemoyer"
Generation,Semantic Graphs for Generating Deep Questions,"Liangming Pan, Yuxi Xie, Yansong Feng, Tat-Seng Chua, Min-Yen Kan"
Generation,Politeness Transfer: A Tag and Generate Approach,"Aman Madaan, Amrith Setlur, Tanmay Parekh, Barnabas Poczos, Graham Neubig, Yiming Yang, Ruslan Salakhutdinov, Alan W Black, Shrimai Prabhumoye"
Generation,Learning to Ask More: Semi-Autoregressive Sequential Question Generation under Dual-Graph Interaction,"Zi Chai, Xiaojun Wan"
Generation,"R^3: Reverse, Retrieve, and Rank for Sarcasm Generation with Commonsense Knowledge","Tuhin Chakrabarty, Debanjan Ghosh, Smaranda Muresan, Nanyun Peng"
Generation,Syntax-guided Controlled Generation of Paraphrases,"Ashutosh Kumar, Kabir Ahuja, Raghuram Vadapalli, Partha Talukdar"
Generation,Toward Better Storylines with Sentence-Level Language Models,"Daphne Ippolito, David Grangier, Douglas Eck, Chris Callison-Burch"
Generation,Logical Natural Language Generation from Open-Domain Tables,"Wenhu Chen, Jianshu Chen, Yu Su, Zhiyu Chen, William Yang Wang"
Generation,Exploring Contextual Word-level Style Relevance for Unsupervised Style Transfer,"Chulun Zhou, Liangyu Chen, Jiachen Liu, Xinyan Xiao, Jinsong Su, Sheng Guo, Hua Wu"
Generation,ESPRIT: Explaining Solutions to Physical Reasoning Tasks,"Nazneen Fatema Rajani, Rui Zhang, Yi Chern Tan, Stephan Zheng, Jeremy Weiss, Aadit Vyas, Abhijit Gupta, Caiming Xiong, Richard Socher, Dragomir Radev"
